T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
24.3,6.19,27.78,21.59,14.95,79.62,0.32,100.86,5.45,7.36,3.65,3.71,38.38,7.47,8.43,5.52,2.91,38.25
23.26,6.98,27.23,20.26,13.49,76.69,0.05,100.88,4.39,6.4,3.09,3.3,39.88,5.88,7.34,4.5,2.84,39.44
23.05,7.28,26.9,19.62,12.88,74.44,0.01,100.93,3.57,4.34,2.92,1.41,32.38,4.86,6.41,4.16,2.25,32.31
23.81,6.81,27.46,20.65,14.04,76.69,0.03,100.84,3.73,4.63,2.12,2.52,44,5.04,7.61,2.9,4.71,59.06
23.4,6.85,27.07,20.23,14.28,80.5,0.01,100.77,3.71,4.36,3.18,1.18,40.19,5.1,6.58,3.84,2.73,39.88
23.39,7.38,27.3,19.92,13.85,78.12,0,100.8,3.42,4.2,2.6,1.59,34.88,4.73,6.93,3.39,3.54,34.75
23.53,7.81,27.9,20.08,13.61,76.38,0,100.78,4,5.49,3,2.49,37.31,5.46,6.75,4.2,2.55,37.5
23.16,9.21,28.05,18.83,13.55,77.56,0,100.68,4.29,6.23,3.18,3.05,84.62,5.74,7.36,4.52,2.84,84.69
23.62,8.1,28.24,20.15,13.43,74.88,0.01,100.62,5.16,6.91,3.41,3.5,127.25,7.19,8.92,5.23,3.69,127.25
23.56,7.49,27.73,20.23,13.61,75.75,0.01,100.67,5.76,8.26,3.4,4.86,86.56,7.84,9.48,5.01,4.48,86.5
24.26,5.65,27.38,21.74,14.95,79.69,6.57,100.69,6.07,8.23,3.97,4.27,27,8.28,9.59,6.42,3.17,26.44
24.73,3.91,27.21,23.3,16.72,86.19,14.68,100.65,6.16,8.99,4.12,4.88,31.62,8.25,10.54,6.64,3.9,31.19
25.09,5.46,28.3,22.83,16.97,85.5,5.29,100.57,5.59,7.37,3.66,3.71,41.31,7.52,8.45,5.88,2.57,41
24.4,6.02,27.83,21.8,15.99,84.44,0.05,100.58,4.42,6.05,3.2,2.85,38.81,6.02,7.44,4.97,2.47,38.44
23.8,7.1,27.83,20.74,14.77,81.38,0,100.71,4.75,6.98,2.93,4.05,35.56,6.41,8.2,4.28,3.91,35.06
23.47,7.11,27.52,20.41,14.04,78.94,0.15,100.75,4.8,6.55,3.28,3.27,38.25,6.52,7.45,4.93,2.52,37.81
22.78,7.25,26.9,19.65,13,76.12,0,100.72,5.05,7.21,3.47,3.73,35.69,6.88,8.28,5.03,3.25,35.25
22.5,7.76,26.67,18.92,12.15,72.56,0.44,100.7,4.41,5.99,2.91,3.09,39.19,5.96,7.31,4.02,3.3,38.81
23.76,6.6,27.44,20.83,13.43,74.06,1.31,100.66,4.7,6.33,3.52,2.8,38.31,6.63,7.91,5.49,2.41,37.88
24.01,4.6,26.56,21.97,16.05,86.06,30.4,100.63,6.57,9.09,4.77,4.32,30.12,8.69,10.66,6.7,3.96,29.81
25.21,4.31,27.74,23.43,16.85,84.56,12.93,100.74,7.39,9.6,5.24,4.35,70.31,9.64,11.25,7.91,3.34,70.31
24.07,4.58,26.79,22.21,14.34,77.62,1.59,100.88,5.56,7,4.28,2.72,47.81,7.78,8.25,7.09,1.16,47.56
24.01,4.73,26.63,21.9,15.44,83.44,4.01,100.88,5.66,7.72,3.88,3.84,47.25,7.85,8.98,6.42,2.56,46.5
23.95,4.29,26.7,22.41,14.47,78.69,0.64,100.86,4.61,5.72,3.65,2.07,63.56,6.62,7.55,5.72,1.83,63
24.14,5.92,27.68,21.76,14.53,77.94,0.34,100.76,3.74,4.95,2.59,2.37,66.12,5.14,6.11,3.5,2.62,66
23.76,6.18,27.37,21.19,14.59,80,0.34,100.83,4.45,6.2,3.38,2.81,72,5.96,6.83,4.98,1.86,71.81
23.37,6.4,27.05,20.65,13.98,78.62,0.36,100.92,4.54,7.03,2.99,4.04,60.69,6,7.93,4.18,3.76,60.44
23.51,6.3,27.19,20.9,13.67,76.5,0.1,100.86,4.28,5.63,3.15,2.48,57.31,5.83,6.76,4.61,2.15,56.81
23.31,6.55,27.23,20.68,12.88,73.25,0,100.66,3.89,5.29,2.77,2.52,52.88,5.2,6.54,3.92,2.61,52.44
23.17,6.69,27.16,20.48,12.82,73.38,0.01,100.65,3.75,4.99,2.62,2.37,63.81,5.02,6.47,3.65,2.82,63.94
23.54,6.84,27.44,20.61,13.31,74.31,0.05,100.69,4.86,6.96,3.52,3.45,48.56,6.59,8.08,5.25,2.83,48.25
24.12,6.59,27.94,21.34,13,70.06,0.02,100.66,4.74,6.32,3.7,2.62,45.12,6.63,7.5,5.91,1.59,44.88
23.61,6.77,27.53,20.76,13.49,75.19,0.01,100.58,4.95,7.18,3.56,3.61,38.06,6.76,8.17,5.55,2.62,37.44
23.69,7.75,28.01,20.26,13.79,76.56,0,100.57,4.68,6.46,3.01,3.45,36.56,6.33,8.42,4.48,3.94,35.81
24.37,5.8,27.62,21.81,15.69,82.75,0.21,100.54,5.53,7.78,3.8,3.99,36.25,7.34,9.06,6.2,2.87,35.62
24.34,5.44,27.55,22.11,15.62,82.44,0.37,100.54,5.4,7.27,4,3.27,33.81,7.27,8.38,6.23,2.16,33.5
24.08,6.68,28.05,21.37,14.47,78.25,0.01,100.59,5.97,8.56,3.88,4.68,39,8.11,9.84,6.31,3.52,38.12
24.05,6.97,28.08,21.11,14.28,77.5,0.05,100.61,5.62,7.97,3.82,4.15,44.19,7.62,9.06,6.23,2.84,43.31
24.58,6.88,28.6,21.73,15.14,79.31,0.14,100.6,4.98,6.69,3.73,2.96,49,6.75,7.64,5.98,1.66,48.38
24.69,6.12,28.24,22.12,16.17,83.88,1.54,100.55,4.65,6.23,3.34,2.89,60.06,6.12,7.05,5.34,1.71,59.62
24.8,5.84,28.3,22.46,15.69,80.94,0.33,100.58,4.62,6.39,3.2,3.2,57.31,6.2,7.14,5.21,1.93,56.62
25.13,6.16,28.83,22.67,15.62,79.06,0.01,100.54,3.8,4.98,2.79,2.2,68,5.13,5.86,4.28,1.57,67.75
25.28,7.14,29.52,22.38,15.32,77.25,0,100.53,3.24,4.83,2.22,2.62,65.06,4.25,6.02,3.09,2.91,65
25.4,7.8,30.05,22.25,15.5,77.94,0,100.41,2.27,3.24,1.05,2.19,77.31,2.97,4.76,1.34,3.41,77.38
25.63,8.23,30.67,22.44,15.26,76.44,0,100.48,2.3,4.27,0.61,3.66,108.81,3.05,5.81,0.76,5.05,109.19
25.44,7.88,30.21,22.33,15.5,78.06,0,100.59,3.48,5.26,1.82,3.44,80.62,4.55,6.26,2.38,3.88,81
24.87,8.52,30.02,21.5,14.89,78.19,0,100.77,3.94,5.94,2.59,3.34,50.25,5.32,7.2,3.56,3.63,49.62
24.37,8.12,29.26,21.15,14.47,78.12,0,100.88,4.22,6.56,2.29,4.27,48.62,5.51,7.44,3.08,4.37,48.12
24.49,8.75,29.71,20.97,14.71,78.69,0,100.77,3.11,5.48,0.8,4.67,56.56,3.96,6.24,0.98,5.27,56
24.29,10.06,30.61,20.55,13.31,73.69,0,100.61,2.48,4.6,0.56,4.04,131.81,3.31,6.48,0.48,5.99,130.56
23.54,11.05,29.83,18.77,13.31,76.25,0,100.68,2.95,4.46,2.15,2.31,148.5,3.89,5.96,2.15,3.81,149
23.59,10.05,29.48,19.43,13.31,75.56,0,100.74,2.77,4.66,1.12,3.54,149.06,3.54,5.73,1.43,4.3,149.62
23.67,11.66,30.12,18.46,13.06,74.62,0,100.66,2.98,3.83,1.49,2.34,163.38,3.95,6.52,2.02,4.5,164.62
24.13,10.65,30.04,19.39,13.92,76.94,0,100.75,3.08,4.93,2.12,2.8,149.94,4.07,6.58,2.62,3.96,150.69
24.67,8.29,29.8,21.51,14.34,76.25,0,100.86,3.59,5.95,1.95,3.99,83.38,4.63,7.25,2.52,4.73,83.06
24.56,8.08,29.36,21.28,13.49,72.19,0,100.9,4.38,6.55,2.9,3.66,65.31,5.83,7.58,4.13,3.45,65
24.6,7.56,29.14,21.58,12.94,68.88,0,100.83,5.09,7.52,3.38,4.13,57.31,6.78,8.42,5.04,3.38,56.94
24.54,9.07,29.62,20.55,13.37,71.44,0,100.83,4.8,7.09,3.36,3.73,47.25,6.31,8,4.93,3.06,46.81
25.05,8.88,30.38,21.51,14.22,74.19,0,100.86,3.95,5.8,2.52,3.29,55.62,5.14,7.09,3.56,3.52,55
24.69,9.12,30.22,21.1,13.79,73.81,0,100.93,3.45,5.87,1.13,4.73,68.44,4.41,6.6,1.43,5.17,68.25
24.44,8.71,29.85,21.14,12.63,68.81,0,100.93,3.26,5.41,1.23,4.17,89.56,4.19,6.65,1.53,5.12,89.81
24.26,8.55,29.4,20.85,11.41,62.12,0,100.78,3.05,4.88,0.99,3.88,85.94,3.89,6.12,1.22,4.91,85.75
24.78,9.55,30.19,20.65,13.67,71.81,0.01,100.74,2.99,4.88,1.25,3.63,97.44,3.88,6.8,1.58,5.23,98.5
25.9,8.11,30.58,22.48,16.11,79.06,0.28,100.83,4.46,6.22,2.92,3.29,75.94,5.84,7.12,4.38,2.74,75.81
26.4,8.03,31.15,23.12,15.99,75.94,0.21,100.7,3.79,5.12,2.59,2.52,105.38,5.03,6.12,3.55,2.56,105.88
26.31,7.98,31.05,23.08,16.17,77.38,0.04,100.52,4,6.18,2.46,3.72,133.5,5.02,7.62,3.38,4.24,135.25
26.62,8.3,31.58,23.29,16.05,75.31,0.01,100.45,4.5,6.06,2.87,3.2,164.06,5.71,7.5,4.66,2.84,165.75
26.72,8.34,31.48,23.14,16.3,76,0.47,100.42,4.11,5.04,3.12,1.91,162.19,5.32,6.49,3.83,2.66,163.81
26.76,7.23,31.1,23.87,16.24,75.12,1.17,100.38,4.49,5.95,3.09,2.84,147.75,5.8,7.22,4.69,2.53,149
26.5,6.94,30.73,23.79,15.2,71.69,0.09,100.5,3.98,5.24,2.57,2.67,152.25,5.27,6.99,3.58,3.41,153.62
27.23,8.62,32.51,23.88,14.95,68.5,0.03,100.51,4.23,5.8,2.92,2.88,156.81,5.53,7.63,4.66,2.97,158.19
27.04,9.44,32.4,22.96,14.77,68.69,0,100.48,4.16,5.45,2.73,2.73,157.19,5.38,7.41,4.05,3.35,158.88
27.15,9.2,32.34,23.14,15.01,68.88,0,100.45,3.62,5.17,2.45,2.73,149.25,4.69,6.56,3.43,3.13,150.88
26.57,9.55,32.24,22.69,14.1,67.12,0,100.42,3.95,6.7,2.49,4.2,134.25,5.09,7.18,3.35,3.83,134.62
26.32,9.96,31.99,22.03,14.4,70.19,0,100.51,4.19,6.05,2.16,3.9,98.56,5.41,6.56,2.76,3.8,98.88
26.17,9.05,31.26,22.21,14.71,71.44,0,100.6,4.93,7.01,3.15,3.86,54.31,6.34,7.68,4.68,3,53.94
26.34,8.06,31.16,23.1,14.59,69.75,0,100.62,4.24,6.49,2.62,3.88,62.31,5.48,6.97,4.1,2.87,61.94
26.69,10.47,32.73,22.26,14.4,68.94,0,100.4,3.24,4.84,0.91,3.92,105.56,4.15,6.7,1.11,5.59,105.12
27.64,11.78,34.26,22.48,13.98,64.06,0,100.29,3.66,5.77,2.44,3.34,152.44,4.81,7.77,2.48,5.3,154.38
27.8,10.55,33.84,23.29,14.95,66.75,0,100.27,3.55,6.98,1.46,5.52,146.31,4.31,8.28,1.6,6.68,148.19
27.87,8.45,33.01,24.56,15.87,69.31,0.33,100.26,4.5,7,2.44,4.57,140.81,5.51,8.21,3.44,4.77,142.69
27.76,7.57,32.27,24.7,16.11,70.56,0.51,100.34,4.41,6.07,2.48,3.59,129.44,5.41,6.92,3.89,3.03,130.56
27.36,6.44,30.87,24.44,16.78,74.5,0.35,100.39,4.47,5.99,2.27,3.72,89.25,5.45,6.87,3.36,3.51,89.44
27.06,4.28,29.76,25.48,17.64,79.19,11.66,100.4,4.31,4.95,3.45,1.51,95.44,5.53,6.51,4.67,1.84,95.38
26.51,4.01,28.96,24.95,18.19,84.31,28.67,100.48,4.84,6.66,3.15,3.52,94.69,6.22,7.42,4.98,2.44,94.81
26.37,5.38,29.55,24.17,17.88,83.81,22.28,100.41,3.95,4.94,2.41,2.52,105.19,5.09,6.36,3.48,2.88,105.56
26.14,4.7,29.01,24.3,17.7,83.56,23.85,100.24,5.05,6.62,3.29,3.34,111.88,6.47,7.48,4.95,2.54,112.5
25.55,3.59,27.72,24.12,16.97,83.19,18.26,100.4,5.12,6.64,3.78,2.86,77.94,6.78,7.66,5.92,1.74,77.88
26.33,6.01,29.9,23.89,16.48,77.5,3.03,100.61,5.33,7.29,3.99,3.3,66.75,7.16,8.37,6.32,2.05,66.38
25.9,7.95,30.27,22.33,15.32,74.62,0.01,100.64,4.75,7.47,3.02,4.46,51.38,6.37,8.48,4.51,3.98,50.81
24.98,10.36,30.83,20.48,13.12,69.56,0,100.57,3.34,5.55,0.98,4.58,52.81,4.27,6.21,1.21,5,52.12
25.02,12.62,31.9,19.28,11.96,64.31,0,100.55,2,3.41,0.28,3.12,160.56,2.57,5.38,0.33,5.05,160.88
25.29,14.1,32.87,18.77,12.15,64.81,0,100.53,2.18,3.28,0.17,3.12,157.19,2.82,4.66,0.23,4.44,156.5
25.47,13.5,32.88,19.37,13.43,70.5,0,100.53,3.12,3.98,2.12,1.86,167.31,3.95,5.11,2.79,2.31,167.62
25.9,11.2,32.78,21.57,13.06,66.81,0,100.44,2.42,4.23,0.16,4.08,115.75,3.05,5.17,0.24,4.93,114.62
25.56,12.58,32.32,19.74,13.67,70.94,0,100.41,2.6,4.07,0.8,3.27,149.44,3.45,6.39,1,5.39,150.06
26.83,9.99,32.25,22.26,16.6,77.44,0.01,100.47,3.19,4.87,1.46,3.41,87.62,4.08,6.72,1.89,4.84,87.5
28.12,8.69,33.21,24.52,17.58,75.69,0.01,100.4,3.04,4.7,2.05,2.64,116.19,3.91,6.55,2.12,4.42,115.81
28.49,9.92,34.44,24.52,17.03,72.69,0,100.32,2.95,5.59,1.21,4.38,137.19,3.8,7.39,1.12,6.27,137.69
28.17,10.16,34.03,23.87,17.09,74.38,0,100.33,3.23,4.54,2.24,2.3,144.19,4.2,6.51,2.34,4.16,144.44
27.8,10.16,33.67,23.52,16.91,75.25,0,100.39,3.78,5.05,2.77,2.27,155.69,4.91,7,3.8,3.2,156.62
27.51,10.78,33.69,22.91,15.87,72.56,0,100.3,4.21,5.51,2.91,2.6,169.75,5.42,7.41,4.34,3.05,170.88
28.28,11.18,34.88,23.7,15.93,69.62,0,100.19,5.02,6.04,4.26,1.78,175.06,6.53,7.98,5.13,2.85,176.31
28.5,10.34,34.8,24.45,15.99,69.19,0,100.3,4.08,5.16,3.14,2.02,164.5,5.46,7.51,3.45,4.05,166
27.96,9.82,33.71,23.88,16.3,71.94,0,100.38,3.69,5.04,2.49,2.55,148,4.69,6.48,3.56,2.92,149.12
28.19,11.49,34.73,23.24,15.75,69.62,0,100.3,3.43,4.92,2.02,2.91,162.56,4.52,7.36,2.6,4.76,163.56
27.98,11.12,34.23,23.11,16.36,72.38,0,100.22,3.98,5.3,2.98,2.32,159.69,5.16,7.07,3.84,3.24,160.81
27.95,10.8,34.25,23.44,15.69,69.88,0,100.3,3.86,5.84,2.79,3.04,154.75,4.95,7.32,3.03,4.3,156.06
28.36,11.02,34.82,23.8,15.81,68.62,0,100.33,3.56,4.59,2.55,2.05,162.56,4.77,6.95,2.8,4.15,164.06
28.19,11,34.7,23.7,15.93,70.06,0,100.29,4.05,5.79,3.14,2.65,156,5.37,6.83,3.34,3.49,156.44
27.63,10.49,33.73,23.24,16.11,72.56,0,100.41,3.73,6.37,2.44,3.93,142.25,4.74,7.05,3.08,3.97,143.25
27.45,9.48,33.09,23.61,15.81,71.75,0,100.46,3.52,5.95,1.34,4.6,118.25,4.4,6.34,1.64,4.7,118.44
27.97,9.48,33.49,24.01,16.05,70.62,0,100.45,3.2,5.3,1.41,3.89,123.44,3.88,6.02,1.88,4.15,124.5
27.87,7.54,32.28,24.74,16.54,72.31,0.02,100.47,2.87,5.17,1.25,3.92,95,3.51,5.74,1.51,4.23,94.81
28.17,8.73,33.38,24.65,15.87,68.38,0,100.48,3.3,6.31,0.78,5.53,64.88,4.06,6.96,0.99,5.96,64.06
28.55,9.27,33.97,24.69,16.36,69.31,0.33,100.45,4.45,6.91,2.38,4.54,53.5,5.52,7.62,3.4,4.22,52.56
28.13,8.18,32.9,24.73,17.03,73.31,0.7,100.43,4.02,6.32,1.88,4.44,58.25,4.98,6.98,2.66,4.32,57.12
28.11,8.66,33.18,24.51,16.42,71.19,0.96,100.38,4.38,7.12,2.24,4.88,41.62,5.57,7.92,3.52,4.4,40.69
28.18,9.42,33.89,24.47,16.24,70.56,0.1,100.37,4.38,7.47,2.3,5.16,45.19,5.45,8.31,3.25,5.06,44.69
28.1,12.15,34.83,22.69,14.83,66.69,0,100.26,3.78,6.97,1.73,5.23,98.19,4.68,7.75,2.34,5.41,97.69
28.21,12.19,34.78,22.58,15.14,66.94,0,100.12,3.51,7.07,0.98,6.09,126.5,4.34,7.98,1.3,6.69,126
27.57,4.93,30.24,25.31,18.55,80.38,12.01,100.03,4.93,7.41,2.92,4.48,88.5,6.25,8.34,4.35,3.99,87.88
28.76,6.9,32.87,25.97,18.55,76,0.67,100.14,4.23,5.47,2.95,2.52,114.25,5.35,6.23,4.72,1.51,113.31
28.86,6.66,32.65,25.99,18.55,75.5,0.51,100.2,2.97,3.98,2.13,1.85,147.44,3.94,5.33,2.62,2.7,148.31
28.82,7.15,33.02,25.87,18.74,76.44,0.14,100.18,2.95,4.71,1.45,3.27,167.25,3.71,6.08,1.97,4.11,168.69
28.55,6.04,32,25.96,19.29,79.69,0.11,100.15,3.53,4.2,2.52,1.68,175.62,4.73,6.25,3.95,2.3,176.56
28.83,8.06,33.83,25.76,18.01,74.31,0,100.18,4.19,5.65,2.83,2.82,164,5.48,6.22,4.59,1.62,164.94
28.9,8.32,33.78,25.46,18.37,75.38,0,100.37,3.84,5.22,2.62,2.59,168.44,4.97,6.3,4.15,2.15,169.62
29.53,10.1,35.36,25.26,17.52,70.38,0,100.38,3.33,4.69,2.39,2.3,159.62,4.36,6.75,3.28,3.47,160.69
29.84,12.07,36.8,24.73,16.97,67.81,0,100.16,4.85,6.27,3.17,3.09,182.06,6.15,7.67,4.55,3.12,183
30.83,11.95,37.67,25.72,17.52,66.19,0.04,100.01,5.08,6.33,3.78,2.55,177.44,6.37,7.85,4.28,3.58,178.69
30.37,10.44,36.41,25.98,17.76,67.94,0.02,100.03,5.62,6.89,3.48,3.41,179.88,6.94,8.38,5.55,2.83,181
30.69,10.02,36.58,26.56,17.82,67.06,0.04,100.03,5.48,6.43,4.43,2,171.69,6.77,7.57,5.25,2.32,172.69
31.32,12.08,37.99,25.91,17.7,64.81,0.13,99.9,5.17,7.38,3.99,3.39,177.88,6.38,8.69,4.84,3.84,179.38
32.08,12.32,39.1,26.78,17.7,61.75,0.88,99.77,4.52,6.43,2.02,4.41,171.06,5.65,7.66,2.16,5.5,172.69
31.79,11.71,38.65,26.94,17.88,64.12,0.25,99.88,4.49,7.1,2.3,4.8,173,5.46,8.33,2.62,5.71,174.38
31.25,10.41,37.38,26.97,17.58,64.44,0.04,100.02,5.15,7,3.58,3.42,171.12,6.16,8.09,4.78,3.3,172.56
30.87,10.32,37.13,26.8,17.64,65.56,0.33,100.07,5.42,7.84,3.61,4.23,169.62,6.38,9.23,4.64,4.59,170.69
30.71,9.77,36.48,26.69,16.6,62.19,0.05,100.2,4.48,6.41,2.96,3.45,160.62,5.43,7.54,4.33,3.21,161.75
30.48,10.54,36.23,25.69,15.93,61,0.01,100.28,3.61,5.48,1.74,3.73,149.94,4.27,6.27,2.52,3.76,150.69
30.49,10.03,36.15,26.12,16.97,64.31,0.01,100.19,3.91,5.72,2.35,3.37,154.5,4.62,6.41,2.9,3.52,155.25
31.06,10.62,37.41,26.78,16.6,62.12,0.02,100.09,3.8,5.69,1.64,4.05,162.75,4.51,6.53,1.48,5.05,163.06
31.49,11.77,38.43,26.66,16.85,62.31,0.02,100.05,3.96,5.86,2.25,3.61,166.25,4.82,6.65,2.25,4.4,167.44
30.97,9.82,36.9,27.08,18.31,67.62,0.11,100.01,4.62,6.38,3.16,3.21,165.88,5.52,7.26,4.05,3.2,166.62
31.48,10.09,37.36,27.26,18.01,64.69,0.71,100,4.2,6.25,1.47,4.79,174.31,5.07,7.41,1.38,6.02,176
33.84,13.05,41.69,28.64,15.93,51.88,0.03,99.79,4.75,7.57,1.7,5.88,189.38,5.85,9.08,2.1,6.98,203.62
33.9,13.91,42.06,28.15,15.26,50.38,0,99.74,4.85,6.95,1.52,5.43,184.38,5.95,8.39,1.87,6.52,183
33.19,13.11,40.77,27.66,17.15,57.56,0.02,99.73,5.62,7.59,3.07,4.52,181.56,6.71,9.02,3.25,5.76,182.94
33.44,13.06,41.01,27.95,17.21,56.44,0,99.78,5.91,7.34,3,4.34,182,7.05,8.77,3.18,5.59,183.69
33.63,10.88,40.11,29.23,17.52,55.62,0.01,99.9,5.68,7.12,3.4,3.72,177.62,6.85,8.59,3.84,4.75,179.19
32.83,9.92,38.83,28.9,18.55,61.56,0.01,99.98,4.95,6.24,2.05,4.19,163.44,5.82,7.4,2.06,5.34,164.44
32.16,10.96,38.83,27.87,19.29,66.94,0.58,99.97,4.95,7.09,2.3,4.78,172.5,5.8,8.04,2.53,5.51,173.5
31.6,8.83,37.08,28.26,18.86,67.25,0.44,100.02,4.95,6.31,3.45,2.86,178,6.12,7.56,3.95,3.61,178.88
30.6,7.42,35.05,27.63,17.76,66.81,2.51,100.24,6.46,9.64,4.32,5.32,179.5,7.97,11.54,5.92,5.62,179.62
30.43,9.12,35.43,26.31,16.91,64.38,0.63,100.17,4.11,5.7,1.53,4.17,156.88,4.88,6.7,2.28,4.41,157.69
30.63,8.2,35.26,27.06,18.13,67.06,0.84,100.1,4.1,5.87,2.57,3.3,160.06,4.91,6.99,3.49,3.5,161.88
31.02,9.14,36.31,27.17,18.49,67.75,1.87,100.14,4.77,6.33,3.8,2.52,169.25,5.73,7.29,4.52,2.77,170.25
30.94,8.48,35.66,27.19,18.01,66.19,1.04,100.22,4.89,6.04,3.84,2.2,166.69,5.8,7.16,4.13,3.02,167.75
30.94,6.8,34.8,28,17.94,64.94,4.78,100.14,3.2,4.81,0.27,4.55,139.94,4.07,6.34,0.45,5.9,141.12
29.97,5.65,33.17,27.53,19.04,72.56,1.58,100.16,2.73,3.94,1.41,2.52,173.06,3.66,6.02,1.55,4.47,174.38
30.64,7.62,34.88,27.26,18.86,69.62,1.22,100.05,4.27,6.43,2.55,3.88,179.81,5.28,7.65,3.62,4.02,181.62
29.94,4.32,32.51,28.19,19.04,72.19,0.39,100.06,5.79,7.34,4.73,2.62,227.06,7.2,8.41,5.77,2.64,227.62
30.68,6.41,34.35,27.95,17.94,65.69,0.02,100.05,5.38,6.66,3.3,3.36,244.69,6.93,8.15,5.38,2.77,244.81
32.18,8.52,36.76,28.26,16.72,57,0,100,4.62,7.16,1.62,5.53,237.12,6.13,9.23,2.12,7.11,238.81
34.24,11.8,40.8,29.01,15.75,49,0,99.84,4.76,6.88,0.82,6.06,241.12,5.99,7.98,0.84,7.15,240.75
34.55,9.17,39.93,30.76,15.75,47.81,0.09,99.85,4.88,7.29,0.54,6.76,246.88,6.23,8.84,0.85,7.98,248.12
30.31,4.81,32.75,27.94,15.87,59.19,2.93,100.12,5.33,8.05,3.11,4.95,219.88,6.35,9.45,4.11,5.34,222.19
32.38,10.45,38.12,27.67,15.87,53.75,0.78,100,4.55,7.3,2.24,5.06,244.31,6.2,9.3,3.29,6.02,247.31
33.26,11.02,39.37,28.36,15.81,51,0.05,99.89,5.53,7.64,3.09,4.55,220.56,7.05,9.03,3.75,5.28,223.5
33.59,11.37,39.56,28.19,15.38,48.69,0.47,99.83,4.03,6.84,2.6,4.24,218,5.09,8,3.3,4.7,224.06
33.83,9.26,39.37,30.11,14.95,46.75,0.01,99.85,4.08,6.53,0.64,5.89,233.5,5.07,7.7,0.8,6.9,236.38
33.71,8.59,38.82,30.23,15.56,48.88,0.06,99.79,4.52,6.9,0.84,6.06,231.19,5.59,8.32,1.29,7.04,233.06
33.48,8.92,38.49,29.57,16.05,51,0,99.8,4.64,7.2,0.43,6.77,206.12,5.62,8.78,0.22,8.55,203.69
31.4,3.73,33.44,29.72,16.66,57.94,0.09,99.9,4.52,6.67,2.07,4.6,200.25,5.25,8.05,2.18,5.87,202.12
31.05,6.7,34.57,27.87,18.01,64.31,0.47,99.94,3.13,5.37,0.46,4.9,206.19,3.59,6.1,0.45,5.65,202.69
31.87,6.62,35.54,28.91,17.09,58.75,0.13,99.92,2.49,4.17,0.09,4.09,228.88,3.05,4.99,0.15,4.84,241.38
30.35,4.23,32.58,28.35,18.55,68.56,0.21,99.88,3.41,6.23,1.55,4.68,205.19,4.18,7.77,1.84,5.93,205.69
31.23,6.87,34.92,28.05,17.82,63.44,0.13,99.86,4.61,6.28,1.61,4.67,180.75,5.51,7.77,1.73,6.03,182.69
30.72,5.9,33.87,27.98,16.85,61.56,0.44,99.96,4.12,6.44,0.27,6.17,210.81,4.91,7.95,0.09,7.87,210.25
30.46,7.2,34.62,27.43,17.09,63.69,0.04,100.07,4.84,6.23,1.31,4.92,217.69,5.63,7.36,1.52,5.84,219.38
30.58,5.52,33.26,27.74,16.72,61.25,1.65,100.06,3.39,5.77,0.31,5.46,219.94,4.22,7.08,0.27,6.8,219.38
29.58,6.98,33.53,26.54,16.97,65.94,2.3,99.94,4.3,8.05,1.15,6.9,285.56,5.41,9.43,2.32,7.11,286.94
29.88,6.87,33.41,26.54,17.21,66.12,1.43,99.78,4.01,6.12,1.29,4.84,242.31,4.97,7.12,2.03,5.09,245.06
28.49,5.41,31.81,26.4,16.91,69.69,0.69,99.77,4.35,6.29,1.87,4.42,251,5.19,8.03,2.27,5.76,252.12
28.67,6.84,32.81,25.96,17.52,71.88,3.37,99.59,3.35,5.5,1.49,4.01,255.38,3.88,6.36,1.66,4.7,257.19
28.9,7.15,33.4,26.25,16.72,67.75,2.64,99.43,6.15,8.55,3.01,5.54,278.38,7.68,10.05,4.18,5.88,278.62
29.69,10.05,35.67,25.62,16.66,64.31,0.34,99.23,6.95,9.32,5.46,3.86,254.06,8.77,11.07,7.2,3.87,254.69
30.95,8.14,35.19,27.04,16.3,58.62,0.06,99.31,8.7,10.45,6.66,3.8,226.75,10.88,12.85,8.33,4.52,227.75
31.61,9.2,36.5,27.3,16.54,57.94,0.01,99.61,8.76,10.48,6.85,3.63,220.25,10.87,12.34,8.7,3.62,221.25
31.86,9.83,37.1,27.27,15.93,55.25,0,99.85,6.47,7.42,5.2,2.23,221.88,8.12,8.77,6.53,2.25,224
31.98,10.05,37.46,27.4,15.75,53.88,0,99.9,6.37,7.1,5.27,1.83,219,7.95,8.88,6.94,1.95,221
31.66,8.27,36.02,27.76,15.38,53.75,0.58,99.93,6.42,7.49,5.08,2.41,233.75,8.07,9.02,6.46,2.56,235.25
30.77,8.65,35.54,26.89,15.14,55.25,1.54,99.94,6.43,7.39,5.82,1.56,238.75,8.04,9.2,7.38,1.82,239.94
29.15,6.98,33.16,26.18,16.11,64.31,5.5,100.06,5.03,7.12,2.41,4.7,253.81,6.3,8.43,3.08,5.35,255.5
30.15,9.81,35.39,25.58,15.32,58.88,0.47,100.07,5.15,7.56,2.24,5.31,253.81,6.84,9.09,3.27,5.82,256.06
31.02,10.56,36.65,26.1,15.32,56.19,0.22,100.03,5.06,7.62,2.23,5.39,270.12,6.79,9.36,4.4,4.96,272.5
